,0,1,2,3,4,5,6,7,8
2555,,0.37,0.29,0.08,0.2545,,,0.07,6.0
2556,I,,,0.085,0.237,0.115,0.0405,0.07,6.0
2557,I,,0.295,0.1,0.279,,,0.08,7.0
2558,I,0.405,0.31,0.065,0.3205,0.1575,0.066,,
2559,I,0.415,0.325,0.1,0.3335,0.1445,0.0715,,7.0
2560,I,0.44,0.335,0.11,0.3885,0.175,,,7.0
2561,I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6.0
2562,I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6.0
2563,I,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7.0
2564,I,0.45,0.35,0.125,0.4775,,0.089,0.118,6.0
2565,I,,,,,0.2005,0.1065,0.1325,8.0
2566,F,,0.35,0.12,0.4555,0.1945,0.1045,,
2567,F,,0.35,0.115,0.46,0.2025,0.1115,0.1165,6.0
2568,I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7.0
2569,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6.0
2570,,0.465,,,0.474,0.23,,0.12,7.0
2571,M,0.465,0.34,0.105,0.486,0.231,,,9.0
2572,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7.0
2573,I,0.475,,,0.468,0.201,0.1115,,8.0
2574,,0.48,0.37,0.1,0.5135,0.243,0.1015,,
2575,M,0.5,,0.145,0.6215,,,,7.0
2576,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,
2577,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7.0
2578,M,0.515,0.395,0.12,,0.285,0.1365,,9.0
2579,M,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7.0
2580,M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8.0
2581,F,0.53,0.42,0.17,0.828,0.41,,,6.0
2582,M,0.53,,0.14,0.681,0.3095,0.1415,0.1835,6.0
2583,F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,
2584,M,0.54,,0.14,,0.33,0.1595,0.213,9.0
2585,F,0.55,0.425,0.125,,0.5475,0.159,,8.0
2586,F,0.555,0.425,0.14,0.963,0.44,,0.24,7.0
2587,,0.57,,,,,0.185,,9.0
2588,,0.57,0.435,0.14,0.8585,0.3905,,,8.0
2589,M,0.575,0.45,0.155,0.948,,,0.259,7.0
2590,,0.58,0.445,0.145,,0.41,0.1815,0.2425,8.0
2591,F,0.585,0.45,0.16,,,0.2215,0.2335,8.0
2592,M,0.59,0.465,0.14,,0.4695,0.263,0.263,7.0
2593,F,0.595,,0.155,1.1775,0.542,0.269,,9.0
2594,F,0.595,0.465,0.15,,0.491,0.22,0.287,9.0
2595,,0.595,,0.15,1.0255,0.412,0.2745,,11.0
2596,F,,0.46,0.145,0.9325,0.3985,0.2245,0.248,8.0
2597,F,0.6,0.46,0.15,,0.6025,0.274,0.29,8.0
2598,M,,,,,,0.2735,0.29,9.0
2599,M,0.61,0.48,0.15,1.1495,0.564,,0.264,
2600,F,,0.485,,,,0.2495,0.315,10.0
2601,F,0.615,,0.165,1.327,,0.3015,0.355,10.0
2602,,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8.0
2603,F,,0.51,0.175,1.2705,0.5415,0.323,,9.0
2604,F,,0.485,,1.2155,0.545,0.253,0.345,
2605,F,0.62,0.475,0.16,1.3245,0.6865,,0.3275,9.0
2606,M,0.625,0.48,0.17,1.3555,,0.268,0.3385,10.0
2607,F,0.625,0.49,0.165,1.127,0.477,,0.3185,9.0
2608,,0.625,,0.175,1.1075,0.4485,,0.3595,8.0
2609,F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11.0
2610,,0.63,,,1.147,0.5455,,0.2885,9.0
2611,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,
2612,F,,0.495,,1.596,,0.317,0.37,11.0
2613,F,0.635,0.495,,1.297,0.556,0.2985,0.37,11.0
2614,M,0.645,0.49,0.16,,,0.3345,,9.0
2615,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12.0
2616,F,0.65,0.5,0.185,1.4415,,0.2955,0.341,9.0
2617,M,0.67,0.52,,1.6385,0.8115,0.369,0.391,9.0
2618,F,0.69,,0.205,1.933,0.7855,0.429,0.498,13.0
2619,M,0.69,0.54,0.185,1.71,0.7725,,0.4325,8.0
2620,F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,
2621,M,0.695,,0.175,1.742,0.696,0.389,0.505,
2622,F,0.7,0.575,0.205,1.7975,,0.3935,0.5165,13.0
2623,,,0.56,0.205,2.381,0.9915,0.5005,0.624,
2624,,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12.0
2625,,0.77,0.6,,2.1945,1.0515,0.482,0.584,10.0
2626,I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4.0
2627,I,0.275,0.205,,0.1055,0.495,0.019,0.0315,5.0
2628,I,0.29,,0.06,0.1045,0.0415,0.022,0.035,5.0
2629,I,0.33,0.24,0.075,0.163,0.0745,0.033,,6.0
2630,,,0.285,0.095,0.2275,0.0955,,0.0715,6.0
2631,I,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6.0
2632,,0.415,0.315,0.1,0.3645,,0.0795,0.095,8.0
2633,I,0.425,0.33,0.115,0.3265,0.1315,0.077,,
2634,I,0.425,0.34,0.1,,0.1625,0.082,0.094,7.0
2635,I,0.43,0.32,0.1,0.3465,,,0.09,7.0
2636,I,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,7.0
2637,I,0.44,,0.115,0.4215,,,0.113,7.0
2638,I,0.46,0.345,0.11,0.3755,,,,7.0
2639,I,0.46,0.37,,0.5335,0.2645,0.108,0.1345,6.0
2640,I,,0.355,,0.442,0.2085,,0.1185,
2641,I,0.475,,0.1,,0.2025,,,7.0
2642,I,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7.0
2643,I,0.485,,0.13,0.5535,,0.112,0.157,8.0
2644,I,0.49,0.375,,0.5445,0.279,0.115,0.13,8.0
2645,,0.49,,0.11,0.554,0.2935,0.1005,0.15,8.0
2646,I,0.495,0.38,0.12,0.512,,0.1205,0.136,
2647,I,0.5,,0.125,,0.294,0.132,,8.0
2648,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9.0
2649,M,0.505,0.4,0.135,,0.377,0.149,,7.0
2650,I,0.51,0.395,,0.5395,,,0.167,8.0
2651,I,0.51,0.385,,0.625,0.3095,0.119,0.1725,
2652,I,0.515,0.4,0.125,,,0.1175,0.168,9.0
2653,I,0.52,,0.135,0.633,0.2985,0.1295,0.175,9.0
2654,F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9.0
2655,M,0.545,0.42,0.145,0.778,,0.1545,0.205,7.0
2656,M,0.545,0.42,,0.7865,,0.185,0.17,7.0
2657,F,0.545,0.4,0.14,0.778,0.368,0.215,0.18,
2658,,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,
2659,F,0.55,0.44,0.135,,0.434,0.1995,0.185,
2660,I,0.555,0.425,0.13,,0.2835,0.133,0.2105,8.0
2661,M,,0.43,0.13,0.784,0.3495,0.1885,,9.0
2662,F,0.57,,0.18,0.908,0.4015,0.217,0.255,
2663,M,0.57,0.45,0.135,1.02,,0.204,,9.0
2664,F,,0.43,0.16,0.811,0.3875,0.159,0.2285,9.0
2665,F,0.575,0.48,0.15,,0.4235,0.1905,0.248,
2666,M,,0.455,0.13,0.852,0.41,0.1725,,8.0
2667,F,0.585,0.45,0.15,0.938,0.467,0.203,,7.0
2668,F,0.585,0.435,,0.6955,,0.129,0.2245,
2669,,0.59,0.47,,0.861,0.413,0.164,0.249,8.0
2670,,0.59,0.46,,,,0.2165,0.26,9.0
2671,F,0.59,0.46,0.16,,0.445,0.2615,,8.0
2672,,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8.0
2673,M,,0.47,0.165,1.108,0.4915,0.2325,0.3345,9.0
2674,M,0.595,0.46,0.14,0.852,0.4215,,0.227,9.0
2675,,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10.0
2676,,0.605,,0.15,1.079,0.4505,0.2835,0.293,
2677,F,0.615,0.475,0.17,,0.543,,0.2345,9.0
2678,M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7.0
2679,,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9.0
2680,M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,
2681,M,,,0.155,1.1,,0.2475,0.31,9.0
2682,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10.0
2683,M,0.625,0.495,,1.3835,0.7105,0.3005,,11.0
2684,F,0.625,0.49,0.155,1.115,0.484,,,9.0
2685,,0.625,0.48,0.145,,,0.2445,0.327,10.0
2686,M,,0.505,0.15,1.3165,0.6325,0.2465,0.37,11.0
2687,M,0.63,0.51,0.175,1.3415,,,,10.0
2688,M,0.63,0.465,0.15,1.027,,,,8.0
2689,M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,
2690,M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9.0
2691,F,0.645,,,1.285,0.5775,0.352,0.317,9.0
2692,M,0.65,0.515,,1.1805,0.5235,0.283,0.3275,9.0
2693,,,0.52,0.175,1.2655,0.615,,0.336,9.0
2694,,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10.0
2695,M,0.65,0.51,0.155,,0.7215,0.298,0.335,9.0
2696,F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9.0
2697,M,0.66,0.515,0.165,,,0.298,0.3755,10.0
2698,F,,0.505,0.165,1.349,0.5985,,0.36,
2699,M,0.67,0.5,,1.269,0.576,0.2985,0.351,11.0
2700,M,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13.0
2701,F,,0.55,0.19,1.551,0.7105,0.3685,0.412,13.0
2702,M,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11.0
2703,,0.68,,0.18,1.529,0.7635,0.3115,0.4025,11.0
2704,M,0.7,,0.175,1.7585,0.8745,0.3615,0.47,
2705,M,0.7,0.55,,,0.693,0.306,,13.0
2706,F,,0.53,0.19,1.7315,,0.398,,11.0
2707,M,0.725,,,1.51,0.8735,0.4265,,9.0
2708,,,,0.175,1.88,0.9095,0.387,0.488,11.0
2709,F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12.0
2710,M,0.75,,0.215,2.201,,0.5235,0.5285,
2711,I,0.19,0.14,,0.0315,,,0.0105,3.0
2712,I,0.21,0.15,0.045,0.04,,0.008,0.0105,4.0
2713,,,0.175,0.06,0.0635,0.0275,0.008,0.02,4.0
2714,,,0.215,0.065,0.0985,0.0425,0.021,,
2715,,0.335,0.25,,0.167,,0.0325,0.0575,6.0
2716,I,0.34,0.245,0.085,,,,0.053,
2717,,0.345,0.255,0.095,0.183,0.075,,0.06,
2718,I,0.355,0.255,0.08,,0.078,0.0505,0.058,
2719,I,0.36,,0.08,0.1795,0.074,,0.06,5.0
2720,I,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7.0
2721,I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,8.0
2722,I,,0.275,0.095,0.2295,0.095,0.0545,0.066,7.0
2723,I,,0.3,0.125,,0.1705,0.0735,0.081,7.0
2724,I,0.385,,,0.244,,0.0445,0.068,
2725,,0.395,0.32,,0.3075,0.149,0.0535,,
2726,I,0.4,0.305,0.1,,0.176,0.0625,0.0865,7.0
2727,I,0.405,0.305,0.1,0.271,0.0965,,0.091,
2728,I,0.405,0.31,0.11,0.91,0.416,0.2075,,8.0
2729,I,0.405,0.305,0.1,0.268,0.1145,0.053,,7.0
2730,I,0.405,0.3,0.09,,0.138,0.0635,,6.0
2731,I,,0.315,0.1,,0.124,,0.1,8.0
2732,I,0.41,0.325,0.11,,0.1325,,0.101,8.0
2733,,0.415,0.335,0.1,0.358,,0.067,0.105,7.0
2734,,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8.0
2735,,0.42,0.315,0.11,,,0.083,0.1015,8.0
2736,I,0.43,0.34,0.11,0.3645,0.159,0.0855,,7.0
2737,I,,,0.11,,,0.0765,0.14,9.0
2738,M,,0.325,0.115,0.4305,0.2235,0.0785,,8.0
2739,I,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7.0
2740,,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8.0
2741,I,,0.35,,0.471,,0.077,0.123,8.0
2742,,0.46,0.345,0.105,0.415,,0.087,0.11,8.0
2743,I,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,7.0
2744,M,0.48,,0.12,,0.2535,0.128,0.172,11.0
2745,I,0.485,0.38,0.125,0.5215,,0.118,0.16,8.0
2746,I,,0.365,,0.4475,0.1895,0.0925,0.2305,8.0
2747,,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,
2748,I,0.505,0.385,,,0.245,0.097,,9.0
2749,I,0.505,,0.135,0.5385,0.2645,,0.165,9.0
2750,I,0.51,,0.145,0.7665,0.3985,0.14,0.1805,8.0
2751,,0.515,0.395,0.135,0.516,0.2015,,,9.0
2752,M,0.515,0.41,,0.7355,,0.137,0.2,7.0
2753,I,0.515,0.39,0.11,0.531,0.2415,0.098,,8.0
2754,I,0.525,0.385,0.13,0.607,0.2355,0.125,,8.0
2755,,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10.0
2756,,0.525,0.4,0.13,0.6445,0.345,0.1285,,8.0
2757,I,0.525,,,0.6315,,0.114,0.19,9.0
2758,M,0.535,0.43,0.155,0.7845,0.3285,0.169,,10.0
2759,,0.545,0.44,,0.9475,0.366,0.239,0.275,8.0
2760,I,,,0.145,0.712,0.3025,0.152,0.225,10.0
2761,I,0.55,0.425,,,0.4325,0.171,0.236,10.0
2762,I,,0.42,0.155,0.912,0.495,0.1805,0.205,9.0
2763,I,0.55,,0.135,0.656,0.257,0.17,0.203,10.0
2764,,0.55,0.465,0.15,0.936,,,,9.0
2765,I,0.555,0.435,0.145,0.6975,0.262,,0.24,11.0
2766,F,0.555,0.445,0.175,1.1465,,,0.2785,8.0
2767,,0.56,0.44,0.14,0.825,,0.139,,10.0
2768,,,0.435,,0.72,0.329,,0.251,11.0
2769,I,0.565,0.43,,,0.332,0.1685,0.29,11.0
2770,F,0.57,0.445,0.155,,0.5265,0.2025,0.265,
2771,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9.0
2772,M,0.58,0.44,0.175,1.2255,0.5405,0.2705,,10.0
2773,F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11.0
2774,F,0.58,0.425,,0.844,0.3645,,0.2705,9.0
2775,I,,0.46,0.145,0.8465,0.339,0.167,0.295,10.0
2776,,0.585,,0.165,0.885,0.4025,0.1625,0.274,10.0
2777,I,,0.42,,,0.2895,,0.22,9.0
2778,,0.585,0.455,0.13,0.8755,0.411,,0.225,8.0
2779,M,0.59,0.47,0.145,0.9235,0.4545,,0.254,9.0
2780,M,0.59,,0.14,0.977,0.4625,0.2025,,10.0
2781,M,0.595,0.475,,1.0305,0.4925,0.217,0.278,10.0
2782,,0.6,0.48,,1.05,,0.2685,0.28,
2783,M,,0.495,0.185,1.1145,,0.2635,0.367,11.0
2784,M,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,9.0
2785,M,0.6,0.51,,1.285,,0.2745,0.315,
2786,M,0.61,,0.185,1.3065,0.6895,,0.29,10.0
2787,F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11.0
2788,F,,0.46,,,,0.201,0.2745,10.0
2789,F,,,0.14,,0.6005,0.2195,,
2790,F,0.62,0.48,0.165,,,0.4365,0.324,10.0
2791,M,,,0.14,1.096,0.5445,0.2165,0.295,
2792,M,0.625,,0.165,1.205,0.5175,0.3105,0.3465,10.0
2793,M,0.63,0.505,0.175,1.221,0.555,0.252,0.34,12.0
2794,F,,0.475,,1.0005,,0.252,0.265,10.0
2795,M,0.63,0.47,0.15,,0.539,0.2325,0.3115,12.0
2796,M,,0.525,0.195,1.3135,0.4935,,0.465,10.0
2797,M,0.64,0.505,0.155,1.1955,0.5565,0.211,,11.0
2798,M,0.64,,0.15,1.098,0.5195,0.222,0.3175,10.0
2799,M,0.64,0.495,0.17,1.139,0.5395,,,10.0
2800,F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11.0
2801,M,,0.515,0.08,1.042,0.515,0.1755,0.175,10.0
2802,M,,0.52,,1.368,0.6185,0.288,0.365,9.0
2803,M,0.65,,,1.446,0.6485,0.2705,0.45,12.0
2804,,0.66,0.505,0.19,,0.6255,0.3375,0.3745,9.0
2805,F,,0.525,0.2,1.463,0.6525,0.2995,0.422,11.0
2806,F,0.675,,0.17,1.711,0.8365,0.352,,9.0
2807,M,,0.54,0.205,,0.7885,0.373,,13.0
2808,F,,,0.205,1.757,0.8265,0.417,0.461,
2809,,0.71,0.565,0.2,1.601,0.706,,0.45,11.0
2810,M,0.72,0.55,0.205,2.165,1.1055,,,
2811,M,0.725,0.57,0.19,2.3305,1.253,,,9.0
2812,I,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5.0
2813,I,0.255,0.195,0.055,0.0725,,0.017,0.021,4.0
2814,I,0.275,0.2,,0.0925,,0.021,0.026,
2815,I,0.32,,0.09,,0.098,0.0335,0.042,7.0
2816,I,,,0.075,0.1525,0.072,0.0645,0.043,
2817,I,0.33,0.225,0.075,,0.0945,0.0395,0.0425,7.0
2818,I,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,8.0
2819,I,0.375,0.265,,,0.085,0.042,0.0585,5.0
2820,I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6.0
2821,,0.39,0.29,0.09,0.2625,0.117,0.054,0.077,7.0
2822,I,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,
2823,I,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7.0
2824,,0.46,,0.115,,0.2365,0.118,0.123,7.0
2825,I,0.495,0.375,0.12,,0.3075,,,8.0
2826,M,0.5,,,0.5945,0.309,0.1085,0.1535,9.0
2827,,0.5,0.375,0.12,,0.2235,,0.16,8.0
2828,M,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,9.0
2829,I,0.52,0.395,0.145,0.77,0.424,0.142,,7.0
2830,,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9.0
2831,M,0.535,0.405,0.14,,0.402,0.1715,0.189,7.0
2832,F,0.54,,0.14,0.8035,0.38,0.1805,0.21,9.0
2833,,0.54,,0.15,,0.3875,,0.2035,
2834,F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8.0
2835,,,0.42,,,0.416,0.165,0.25,
2836,M,0.58,,0.16,0.984,,0.201,0.27,9.0
2837,F,0.58,0.445,0.135,,0.484,0.182,0.2325,
2838,,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,
2839,F,,0.455,0.15,0.976,0.465,0.2055,0.2765,10.0
2840,,0.59,0.485,0.155,1.0785,0.4535,0.2435,,9.0
2841,,0.595,0.435,0.16,1.057,0.4255,0.224,,9.0
2842,M,0.6,0.475,0.175,1.11,0.5105,0.256,,
2843,M,0.6,0.45,0.16,1.142,,0.225,0.307,10.0
2844,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10.0
2845,,,0.48,0.17,1.1045,,0.25,0.287,10.0
2846,M,,0.475,,1.3405,0.656,0.283,0.337,10.0
2847,,0.625,0.5,0.13,,0.5785,0.2045,,8.0
2848,F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9.0
2849,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10.0
2850,M,0.63,0.485,0.16,1.243,0.623,0.275,,
2851,F,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12.0
2852,,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9.0
2853,F,0.645,0.49,0.16,1.144,,0.289,0.319,8.0
2854,,0.65,0.525,0.19,1.385,0.8875,,,11.0
2855,F,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11.0
2856,F,0.655,0.515,0.17,1.527,0.8485,0.2635,,11.0
2857,M,0.665,0.515,0.19,1.6385,0.831,0.3575,,11.0
2858,M,0.695,0.54,0.195,1.691,0.768,,,11.0
2859,F,0.72,0.565,0.18,1.719,0.8465,,0.3875,11.0
2860,F,0.72,0.55,0.18,,0.637,,0.435,10.0
2861,F,,0.565,0.17,,0.723,0.3255,0.4945,12.0
2862,M,0.735,,0.21,2.2355,1.1705,0.463,0.5315,10.0
2863,M,0.74,0.595,,,1.1495,0.5115,,11.0
2864,I,0.31,,,0.1245,0.0505,0.0265,0.038,6.0
2865,,0.315,0.235,0.075,,0.051,0.028,0.0405,
2866,I,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,5.0
2867,I,0.325,0.25,0.075,0.1585,0.075,0.0305,,6.0
2868,I,,0.26,0.09,,,0.041,0.056,7.0
2869,I,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,5.0
2870,I,0.37,0.27,0.09,0.1855,,,0.065,
2871,I,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,
2872,,0.4,0.315,0.09,0.3245,0.151,0.073,0.088,8.0
2873,I,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,6.0
2874,I,0.425,0.34,0.1,0.371,,0.0865,,8.0
2875,I,,0.335,0.095,,0.109,,0.115,7.0
2876,I,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,7.0
2877,I,0.46,,0.14,0.447,0.161,0.087,0.16,9.0
2878,F,,,,0.4085,0.165,0.102,0.131,8.0
2879,I,0.47,,,,0.264,0.117,0.174,8.0
2880,I,0.475,,0.11,,0.211,0.109,0.1545,8.0
2881,,0.495,0.375,,,0.2855,,,8.0
2882,I,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,
2883,I,0.5,0.37,0.12,0.5445,0.249,,0.152,8.0
2884,I,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,
2885,I,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8.0
2886,M,0.505,,0.115,0.521,0.25,0.096,0.15,
2887,I,0.51,0.4,0.145,,0.231,0.143,0.177,9.0
2888,I,,0.4,0.125,0.5935,0.239,,0.204,
2889,I,0.52,0.4,0.11,0.597,0.2935,,0.16,8.0
2890,,0.52,,0.15,,0.456,0.199,0.255,
2891,I,0.53,0.38,0.125,0.616,0.292,0.113,0.185,8.0
2892,M,0.53,0.405,,0.8315,0.352,,,10.0
2893,F,0.535,,,0.8725,0.417,0.199,0.24,
2894,I,0.54,0.425,,0.8155,,0.1365,,11.0
2895,I,0.54,0.415,,0.619,,0.15,0.1765,10.0
2896,I,,0.43,0.13,0.7595,0.358,,,
2897,,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,10.0
2898,I,0.55,,0.165,0.804,0.34,0.194,0.244,8.0
2899,I,,,0.13,0.664,0.2695,0.163,0.21,8.0
2900,F,0.55,0.435,0.14,,,,0.2265,9.0
2901,,0.56,,0.13,0.728,0.3355,0.1435,0.2175,8.0
2902,,0.56,0.435,,,0.354,0.173,0.222,9.0
2903,F,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,
2904,I,0.575,0.455,0.16,,0.495,0.195,0.246,
2905,M,,0.45,0.165,0.9655,,,0.23,8.0
2906,M,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,8.0
2907,M,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,
2908,F,0.58,,0.17,0.9705,0.4615,0.232,0.248,9.0
2909,F,0.58,0.45,0.15,0.92,0.393,0.212,,9.0
2910,M,0.58,,0.15,,0.4315,0.1945,,11.0
2911,F,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,
2912,I,0.585,0.45,,0.855,0.3795,0.187,0.26,9.0
2913,M,,0.5,0.15,1.142,0.485,0.265,0.345,
2914,I,,,0.125,0.755,,0.15,0.238,9.0
2915,I,0.59,0.475,,,0.4675,0.207,0.259,10.0
2916,M,0.595,0.47,,1.2015,0.492,0.3865,0.265,10.0
2917,M,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,
2918,I,0.6,0.445,0.135,0.9205,,0.2035,0.253,9.0
2919,F,0.6,0.48,0.17,,0.4575,0.2435,0.3135,10.0
2920,M,0.6,0.45,0.195,,0.617,0.3255,0.3605,10.0
2921,F,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,
2922,M,0.6,0.465,,,0.465,0.2345,0.315,11.0
2923,,0.605,0.495,0.17,1.0915,,0.2715,0.335,13.0
2924,M,,0.49,0.18,1.167,0.457,0.29,0.3745,9.0
2925,I,,,,,0.425,0.1985,,
2926,I,,0.425,0.155,1.0485,0.507,0.1955,0.274,11.0
2927,,0.61,0.47,0.195,,0.469,0.3315,0.398,12.0
2928,M,0.61,,0.14,1.0625,0.516,,0.2915,
2929,,0.61,0.49,,1.1545,0.5865,0.2385,0.2915,
2930,F,0.615,0.475,,1.194,0.559,0.259,0.3165,11.0
2931,,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,
2932,M,,0.455,0.15,0.9335,0.382,0.247,0.2615,10.0
2933,F,0.615,0.495,0.165,1.198,,0.2865,0.3185,10.0
2934,F,0.62,0.475,0.15,0.9545,0.455,0.1865,,9.0
2935,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10.0
2936,M,0.625,,0.175,1.2075,,0.281,0.3525,
2937,M,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,10.0
2938,F,0.625,0.5,,1.217,0.5725,0.207,0.355,
2939,F,,,0.145,0.92,0.437,0.1735,0.28,10.0
2940,M,0.625,0.49,0.12,0.8765,,0.18,0.233,10.0
2941,,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,10.0
2942,M,,,,1.2795,0.618,0.256,0.315,
2943,F,0.63,0.485,,1.167,0.548,0.2485,0.34,10.0
2944,M,,0.51,0.17,1.1885,0.4915,,0.348,
2945,F,0.635,0.485,0.19,1.3765,0.634,0.2885,,11.0
2946,M,0.635,0.52,0.175,1.292,0.6,0.269,0.367,11.0
2947,M,0.635,0.485,0.18,1.1795,,0.2775,,10.0
2948,F,0.635,0.5,0.19,1.29,0.593,0.3045,,8.0
2949,M,0.635,0.515,,1.2075,,0.282,0.345,11.0
2950,M,0.64,,0.18,1.297,,,0.363,11.0
2951,M,,0.575,,1.4585,0.625,0.266,0.4395,11.0
2952,F,0.645,0.485,0.15,1.151,,0.2315,0.293,12.0
2953,F,0.645,0.52,0.17,,0.526,0.2925,0.317,11.0
2954,M,0.645,0.495,0.19,1.539,0.6115,0.408,,12.0
2955,M,0.65,,0.195,,0.693,0.44,0.47,15.0
2956,F,,0.565,0.2,1.6645,0.753,0.367,,12.0
2957,F,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,11.0
2958,F,0.655,0.515,,1.494,0.7255,0.309,0.405,12.0
2959,F,0.66,0.525,,1.277,0.4975,0.319,0.394,13.0
2960,,,0.525,0.18,1.5965,0.7765,0.397,0.3605,10.0
2961,F,0.665,0.51,0.175,1.3805,,0.2985,0.325,10.0
2962,I,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9.0
2963,,,0.525,0.19,1.527,0.5755,0.353,0.44,12.0
2964,,0.67,0.525,0.17,,0.715,0.3025,0.387,
2965,M,0.67,0.525,0.195,1.4405,0.6595,,0.425,9.0
2966,M,0.67,0.54,0.175,1.482,0.739,0.2925,0.365,10.0
2967,M,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11.0
2968,F,0.68,,0.17,1.3435,0.657,0.297,0.355,12.0
2969,M,0.685,0.505,0.19,,,0.4055,0.41,10.0
2970,M,,,0.18,,0.9815,0.4655,0.341,
